ID,Treatment,Temperature,Clone,Experiment,maxInduction,Growth1,Growth2
D10A14_12_C1,Control,13,D10_A14,Acute,10,0.083517285,NA
D10A14_12_C1_A,Control,13,D10_A14,Acclim,20,0.063709449,0.064961769
D10A14_12_C2,Control,13,D10_A14,Acute,10,0.091601428,0.084499812
D10A14_12_C2_A,Control,13,D10_A14,Acclim,20,0.062501813,0.065310891
D10A14_12_C3,Control,13,D10_A14,Acute,10,0.097043761,0.089320423
D10A14_12_C3_A,Control,13,D10_A14,Acclim,10,0.060599726,0.064553304
D10A14_12_P1,Predator,13,D10_A14,Acute,10,0.09395152,0.072729356
D10A14_12_P1_A,Predator,13,D10_A14,Acclim,90,0.061033188,0.062277668
D10A14_12_P2,Predator,13,D10_A14,Acute,40,0.094480621,0.076435515
D10A14_12_P2_A,Predator,13,D10_A14,Acclim,60,0.062154507,0.063089538
D10A14_12_P3,Predator,13,D10_A14,Acute,60,0.080105879,NA
D10A14_12_P3_A,Predator,13,D10_A14,Acclim,50,0.063921857,0.06491893
D10A14_16_C1,Control,16,D10_A14,Acute,10,0.109383016,0.101615614
D10A14_16_C1_A,Control,16,D10_A14,Acclim,20,0.121561984,0.085342657
D10A14_16_C2,Control,16,D10_A14,Acute,10,0.10485705,0.099557167
D10A14_16_C2_A,Control,16,D10_A14,Acclim,10,0.121223903,0.084118059
D10A14_16_C3,Control,16,D10_A14,Acute,10,0.13739394,0.142345082
D10A14_16_C3_A,Control,16,D10_A14,Acclim,10,0.120166253,0.084551299
D10A14_16_P1,Predator,16,D10_A14,Acute,40,NA,NA
D10A14_16_P1_A,Predator,16,D10_A14,Acclim,20,0.099884441,0.100184742
D10A14_16_P2,Predator,16,D10_A14,Acute,40,0.118194202,0.089308553
D10A14_16_P2_A,Predator,16,D10_A14,Acclim,30,0.100045911,0.10107913
D10A14_16_P3_A,Predator,16,D10_A14,Acclim,60,0.104800779,0.104951951
D10A14_20_C1,Control,20,D10_A14,Acute,10,0.147393104,0.146797392
D10A14_20_C1_A,Control,20,D10_A14,Acclim,0,0.194592924,0.138629436
D10A14_20_C2,Control,20,D10_A14,Acute,10,0.158604812,0.144003186
D10A14_20_C2_A,Control,20,D10_A14,Acclim,0,0.194891193,0.14144859
D10A14_20_C3,Control,20,D10_A14,Acute,0,0.147136462,0.113744253
D10A14_20_C3_A,Control,20,D10_A14,Acclim,0,0.203993832,0.144159742
D10A14_20_P1,Predator,20,D10_A14,Acute,30,0.163500804,0.134495861
D10A14_20_P1_A,Predator,20,D10_A14,Acclim,60,0.138858497,0.100442502
D10A14_20_P2,Predator,20,D10_A14,Acute,20,0.157484716,0.125051561
D10A14_20_P2_A,Predator,20,D10_A14,Acclim,50,0.136241474,0.101134228
D10A14_20_P3,Predator,20,D10_A14,Acute,10,0.112166203,0.101185988
D10A14_20_P3_A,Predator,20,D10_A14,Acclim,80,NA,NA
D10A14_24_C1,Control,24,D10_A14,Acute,10,0.131741504,0.110556518
D10A14_24_C1_A,Control,24,D10_A14,Acclim,10,0.197202594,0.162119211
D10A14_24_C2,Control,24,D10_A14,Acute,10,NA,NA
D10A14_24_C2_A,Control,24,D10_A14,Acclim,10,0.199622484,0.167147847
D10A14_24_C3,Control,24,D10_A14,Acute,0,NA,0.140540534
D10A14_24_C3_A,Control,24,D10_A14,Acclim,10,NA,NA
D10A14_28_C1,Control,28,D10_A14,Acute,10,NA,NA
D10A14_28_C1_A,Control,28,D10_A14,Acclim,10,0.163630986,0.132946555
D10A14_28_C2,Control,28,D10_A14,Acute,10,0.111636448,0.095710989
D10A14_28_C2_A,Control,28,D10_A14,Acclim,10,0.169118402,0.136615188
D10A14_28_C3,Control,28,D10_A14,Acute,10,NA,NA
D10A14_28_C3_A,Control,28,D10_A14,Acclim,50,0.177208248,0.140779438
D10A14_28_P1,Predator,28,D10_A14,Acute,0,0.17482408,0.129797755
D10A14_28_P1_A,Predator,28,D10_A14,Acclim,20,0.148302182,0.115421716
D10A14_28_P2,Predator,28,D10_A14,Acute,0,0.148630904,0.122049503
D10A14_28_P2_A,Predator,28,D10_A14,Acclim,10,0.175576888,0.095423797
D10A14_28_P3,Predator,28,D10_A14,Acute,0,NA,NA
D10A14_28_P3_A,Predator,28,D10_A14,Acclim,40,0.159270143,0.124131006
D86A_12_C1,Control,13,D86_A,Acute,0,0.103985389,0.10505582
D86A_12_C1_A,Control,13,D86_A,Acclim,10,0.068298577,0.066799114
D86A_12_C2,Control,13,D86_A,Acute,10,0.09541478,0.097161558
D86A_12_C2_A,Control,13,D86_A,Acclim,10,0.056877433,0.054191643
D86A_12_C3,Control,13,D86_A,Acute,10,0.098947768,0.100496512
D86A_12_C3_A,Control,13,D86_A,Acclim,10,0.053044832,0.051035574
D86A_12_P1,Predator,13,D86_A,Acute,10,NA,NA
D86A_12_P1_A,Predator,13,D86_A,Acclim,10,NA,NA
D86A_12_P2,Predator,13,D86_A,Acute,10,0.102366433,NA
D86A_12_P2_A,Predator,13,D86_A,Acclim,0,0.063263186,0.064462757
D86A_12_P3,Predator,13,D86_A,Acute,10,0.100017222,0.074359389
D86A_12_P3_A,Predator,13,D86_A,Acclim,10,0.062274109,0.061998056
D86A_16_C1,Control,16,D86_A,Acute,0,NA,NA
D86A_16_C1_A,Control,16,D86_A,Acclim,10,0.11424699,0.075032847
D86A_16_C2,Control,16,D86_A,Acute,10,0.121627738,0.123910924
D86A_16_C2_A,Control,16,D86_A,Acclim,0,0.103593889,0.072391075
D86A_16_C3,Control,16,D86_A,Acute,0,0.116445697,0.118102729
D86A_16_C3_A,Control,16,D86_A,Acclim,0,0.111393964,0.07754346
D86A_16_P1,Predator,16,D86_A,Acute,0,0.129276778,NA
D86A_16_P1_A,Predator,16,D86_A,Acclim,10,NA,NA
D86A_16_P2,Predator,16,D86_A,Acute,0,0.135016775,0.112882355
D86A_16_P2_A,Predator,16,D86_A,Acclim,10,0.117192713,0.115978269
D86A_16_P3,Predator,16,D86_A,Acute,10,0.137230114,0.117472289
D86A_16_P3_A,Predator,16,D86_A,Acclim,0,0.113004668,0.111993881
D86A_20_C1,Control,20,D86_A,Acute,10,0.133460543,0.111887653
D86A_20_C1_A,Control,20,D86_A,Acclim,10,0.168005346,0.126658024
D86A_20_C2,Control,20,D86_A,Acute,0,0.113350311,0.103319864
D86A_20_C2_A,Control,20,D86_A,Acclim,10,0.179539572,0.130400958
D86A_20_C3,Control,20,D86_A,Acute,0,0.133124106,NA
D86A_20_C3_A,Control,20,D86_A,Acclim,10,0.17766256,0.129715548
D86A_20_P1,Predator,20,D86_A,Acute,0,0.138515113,0.138685282
D86A_20_P1_A,Predator,20,D86_A,Acclim,10,0.134869812,0.095994747
D86A_20_P2,Predator,20,D86_A,Acute,0,0.143954223,0.141515139
D86A_20_P2_A,Predator,20,D86_A,Acclim,0,0.163471542,0.117586412
D86A_20_P3,Predator,20,D86_A,Acute,0,0.137314294,0.13646243
D86A_20_P3_A,Predator,20,D86_A,Acclim,0,0.171778683,0.122607403
D86A_24_C1,Control,24,D86_A,Acute,20,NA,NA
D86A_24_C1_A,Control,24,D86_A,Acclim,30,NA,NA
D86A_24_C2,Control,24,D86_A,Acute,0,NA,NA
D86A_24_C2_A,Control,24,D86_A,Acclim,10,0.172573964,0.100513987
D86A_24_C3,Control,24,D86_A,Acute,0,0.15124224,NA
D86A_24_C3_A,Control,24,D86_A,Acclim,10,0.172518989,0.100412207
D86A_24_P1,Predator,24,D86_A,Acute,0,0.14436272,0.101334615
D86A_24_P1_A,Predator,24,D86_A,Acclim,0,NA,NA
D86A_24_P2,Predator,24,D86_A,Acute,0,NA,NA
D86A_24_P2_A,Predator,24,D86_A,Acclim,0,NA,NA
D86A_24_P3,Predator,24,D86_A,Acute,0,0.14223905,NA
D86A_24_P3_A,Predator,24,D86_A,Acclim,0,NA,NA
D86A_28_C1,Control,28,D86_A,Acute,10,NA,NA
D86A_28_C1_A,Control,28,D86_A,Acclim,30,0.181338363,0.117734319
D86A_28_C2,Control,28,D86_A,Acute,10,NA,0.117402254
D86A_28_C2_A,Control,28,D86_A,Acclim,40,NA,NA
D86A_28_C3,Control,28,D86_A,Acute,10,NA,0.095752433
D86A_28_C3_A,Control,28,D86_A,Acclim,40,0.172169168,0.123233033
D86A_28_P1,Predator,28,D86_A,Acute,0,0.141187165,0.104364175
D86A_28_P1_A,Predator,28,D86_A,Acclim,30,0.20942152,0.17696292
D86A_28_P2,Predator,28,D86_A,Acute,0,0.136339288,0.103124167
D86A_28_P2_A,Predator,28,D86_A,Acclim,10,0.197284735,0.174759299
D86A_28_P3,Predator,28,D86_A,Acute,0,0.136131634,0.096384717
D86A_28_P3_A,Predator,28,D86_A,Acclim,10,0.21367403,0.17974238
D87A_12_C1,Control,13,D87_A,Acute,0,0.063681122,0.063229371
D87A_12_C1_A,Control,13,D87_A,Acclim,10,NA,NA
D87A_12_C2,Control,13,D87_A,Acute,0,0.05891421,0.062374692
D87A_12_C2_A,Control,13,D87_A,Acclim,10,NA,NA
D87A_12_C3,Control,13,D87_A,Acute,0,0.066197718,0.067857585
D87A_12_C3_A,Control,13,D87_A,Acclim,10,NA,NA
D87A_12_P1,Predator,13,D87_A,Acute,30,0.042484606,0.04532152
D87A_12_P1_A,Predator,13,D87_A,Acclim,10,0.069276784,0.06916765
D87A_12_P2,Predator,13,D87_A,Acute,40,0.035299732,0.037245207
D87A_12_P2_A,Predator,13,D87_A,Acclim,10,0.075596419,0.074420202
D87A_12_P3,Predator,13,D87_A,Acute,30,0.049339552,0.050644596
D87A_12_P3_A,Predator,13,D87_A,Acclim,10,0.07604703,0.074798067
D87A_16_C1,Control,16,D87_A,Acute,0,0.102666738,0.102416719
D87A_16_C1_A,Control,16,D87_A,Acclim,0,0.084105028,0.087007789
D87A_16_C2,Control,16,D87_A,Acute,0,0.104987991,0.101781026
D87A_16_C2_A,Control,16,D87_A,Acclim,0,0.085521399,0.085521399
D87A_16_C3,Control,16,D87_A,Acute,0,0.073491952,0.07128367
D87A_16_C3_A,Control,16,D87_A,Acclim,0,0.083174984,0.084587437
D87A_16_P1,Predator,16,D87_A,Acute,40,0.109536162,0.108146395
D87A_16_P1_A,Predator,16,D87_A,Acclim,10,0.135739064,0.100353585
D87A_16_P2,Predator,16,D87_A,Acute,40,NA,NA
D87A_16_P2_A,Predator,16,D87_A,Acclim,10,0.134181138,0.096255721
D87A_16_P3,Predator,16,D87_A,Acute,30,0.096563414,0.099195501
D87A_16_P3_A,Predator,16,D87_A,Acclim,10,NA,NA
D87A_20_C1,Control,20,D87_A,Acute,0,0.165798249,0.135002116
D87A_20_C1_A,Control,20,D87_A,Acclim,0,0.157762371,0.123476397
D87A_20_C2,Control,20,D87_A,Acute,0,0.140969873,0.115678956
D87A_20_C2_A,Control,20,D87_A,Acclim,0,0.157853704,0.118653648
D87A_20_C3,Control,20,D87_A,Acute,0,0.140433407,0.116082727
D87A_20_C3_A,Control,20,D87_A,Acclim,0,0.162830692,0.124862191
D87A_20_P1,Predator,20,D87_A,Acute,40,0.165319295,0.120519707
D87A_20_P1_A,Predator,20,D87_A,Acclim,0,0.157537233,0.122417061
D87A_20_P2,Predator,20,D87_A,Acute,40,0.169773944,0.124821468
D87A_20_P2_A,Predator,20,D87_A,Acclim,10,0.134419428,0.111772995
D87A_20_P3,Predator,20,D87_A,Acute,NA,0.16336854,0.119904342
D87A_20_P3_A,Predator,20,D87_A,Acclim,10,0.133137537,0.107957435
D87A_24_C1,Control,24,D87_A,Acute,10,0.193361178,0.154425289
D87A_24_C1_A,Control,24,D87_A,Acclim,0,0.126884101,0.077703383
D87A_24_C1_A2,Control,24,D87_A,Acclim,0,0.163253086,0.132367903
D87A_24_C2,Control,24,D87_A,Acute,0,0.159083313,0.125983026
D87A_24_C2_A,Control,24,D87_A,Acclim,0,0.123648673,0.07287562
D87A_24_C2_A2,Control,24,D87_A,Acclim,0,0.173249957,0.142419821
D87A_24_C3,Control,24,D87_A,Acute,0,0.18168747,0.144560508
D87A_24_C3_A,Control,24,D87_A,Acclim,0,0.125228122,0.073326152
D87A_24_C3_A2,Control,24,D87_A,Acclim,10,0.173410003,0.146478626
D87A_24_C4_A,Control,24,D87_A,Acclim,0,0.149909649,0.080237775
D87A_24_C5_A,Control,24,D87_A,Acclim,0,0.184028491,0.095852968
D87A_24_C6_A,Control,24,D87_A,Acclim,0,0.170778199,NA
D87A_24_P1,Predator,24,D87_A,Acute,0,0.195578746,0.145771951
D87A_24_P1_A,Predator,24,D87_A,Acclim,NA,0.162675692,0.114284658
D87A_24_P2,Predator,24,D87_A,Acute,NA,0.192455855,0.143510102
D87A_24_P2_A,Predator,24,D87_A,Acclim,NA,0.161249078,0.108399752
D87A_24_P3,Predator,24,D87_A,Acute,10,0.184889769,0.137141517
D87A_24_P3_A,Predator,24,D87_A,Acclim,NA,0.158891504,0.11029573
D87A_28_C1,Control,28,D87_A,Acute,NA,0.180044725,0.150080466
D87A_28_C1_A,Control,28,D87_A,Acclim,10,0.145710425,0.048574508
D87A_28_C2,Control,28,D87_A,Acute,NA,0.161955453,0.131966037
D87A_28_C2_A,Control,28,D87_A,Acclim,10,0.168464523,0.05625214
D87A_28_C3,Control,28,D87_A,Acute,NA,0.169950847,0.141020266
D87A_28_C3_A,Control,28,D87_A,Acclim,10,0.201835303,0.071394092
D87A_28_P1,Predator,28,D87_A,Acute,40,0.175939159,0.126234435
D87A_28_P1_A,Predator,28,D87_A,Acclim,10,NA,NA
D87A_28_P1_A,Predator,28,LD33,Acclim,0,0.11743348,0.081793158
D87A_28_P2,Predator,28,D87_A,Acute,40,0.172353692,0.131012179
D87A_28_P2_A,Predator,28,D87_A,Acclim,10,NA,NA
D87A_28_P3,Predator,28,D87_A,Acute,NA,NA,NA
D87A_28_P3_A,Predator,28,D87_A,Acclim,10,0.159489857,0.134881906
LD33_12_C1,Control,13,LD33,Acute,20,0.083607808,0.080160654
LD33_12_C1_A,Control,13,LD33,Acclim,20,0.058222623,0.059028272
LD33_12_C2,Control,13,LD33,Acute,60,0.081079917,0.080438243
LD33_12_C2_A,Control,13,LD33,Acclim,10,0.059153546,0.057948694
LD33_12_C3,Control,13,LD33,Acute,60,0.082793016,0.081732333
LD33_12_C3_A,Control,13,LD33,Acclim,20,0.061904151,0.062877454
LD33_12_P1,Predator,13,LD33,Acclim,100,NA,NA
LD33_12_P1,Predator,13,LD33,Acute,100,0.07505458,0.074725381
LD33_12_P2,Predator,13,LD33,Acclim,100,NA,NA
LD33_12_P2,Predator,13,LD33,Acute,70,0.075488948,0.073925847
LD33_12_P3,Predator,13,LD33,Acclim,100,NA,NA
LD33_12_P3,Predator,13,LD33,Acute,100,0.081260708,0.079548989
LD33_16_C1,Control,16,LD33,Acute,10,0.12660888,0.092096697
LD33_16_C1_A,Control,16,LD33,Acclim,20,0.106088911,0.076150095
LD33_16_C2,Control,16,LD33,Acute,30,0.114620738,0.114888691
LD33_16_C2_A,Control,16,LD33,Acclim,20,0.111305297,0.088049929
LD33_16_C3,Control,16,LD33,Acute,60,0.107090832,0.105911654
LD33_16_C3_A,Control,16,LD33,Acclim,10,0.108248749,0.075766975
LD33_16_C3_A,Predator,16,LD33,Acclim,0,NA,NA
LD33_16_P1,Predator,16,LD33,Acute,60,0.1422142,0.14068412
LD33_16_P1_A,Predator,16,LD33,Acclim,90,0.102236235,0.104169997
LD33_16_P2,Predator,16,LD33,Acute,50,0.151212217,0.145439786
LD33_16_P2_A,Predator,16,LD33,Acclim,100,0.103625432,0.10588715
LD33_16_P3,Predator,16,LD33,Acute,50,0.145412985,0.148045163
LD33_16_P3_A,Predator,16,LD33,Acclim,90,NA,NA
LD33_20_C1,Control,20,LD33,Acute,30,0.164823789,0.120770154
LD33_20_C1_A,Control,20,LD33,Acclim,10,0.152182098,0.112924073
LD33_20_C2,Control,20,LD33,Acute,10,0.165182158,0.118532029
LD33_20_C2_A,Control,20,LD33,Acclim,10,0.155482042,0.111059553
LD33_20_C3,Control,20,LD33,Acute,20,0.167530329,0.118522357
LD33_20_C3_A,Control,20,LD33,Acclim,10,0.159137399,0.108606356
LD33_20_P1,Predator,20,LD33,Acute,70,0.171152586,0.120454399
LD33_20_P1_A,Predator,20,LD33,Acclim,60,0.140991294,0.112644629
LD33_20_P2,Predator,20,LD33,Acute,70,0.179830441,0.129005664
LD33_20_P2_A,Predator,20,LD33,Acclim,50,0.120618934,0.114887181
LD33_20_P3,Predator,20,LD33,Acute,60,0.134022755,0.13590087
LD33_20_P3_A,Predator,20,LD33,Acclim,50,0.124420549,0.087866898
LD33_24_C1,Control,24,LD33,Acute,20,0.189417971,0.134329443
LD33_24_C1_A,Control,24,LD33,Acclim,50,0.1545972,0.119842834
LD33_24_C1_A,Control,24,LD33,Acclim,50,0.1545972,0.119842834
LD33_24_C1_A,Control,24,LD33,Acclim,50,0.1545972,0.119842834
LD33_24_C1_A,Control,24,LD33,Acclim,50,0.1545972,0.119842834
LD33_24_C2,Control,24,LD33,Acute,10,0.2026513,0.13791006
LD33_24_C3,Control,24,LD33,Acute,30,0.1992916,0.140434251
LD33_24_P1,Predator,24,LD33,Acute,60,0.152592315,0.134443522
LD33_24_P1_A,Predator,24,LD33,Acclim,NA,0.164966493,0.129826153
LD33_24_P1_A,Predator,24,LD33,Acclim,NA,0.164966493,0.129826153
LD33_24_P1_A,Predator,24,LD33,Acclim,NA,0.164966493,0.129826153
LD33_24_P1_A,Predator,24,LD33,Acclim,NA,0.164966493,0.129826153
LD33_24_P2,Predator,24,LD33,Acute,50,0.157872598,0.130299874
LD33_24_P2_A,Predator,24,LD33,Acclim,NA,0.169329682,0.134383535
LD33_24_P2_A,Predator,24,LD33,Acclim,NA,0.169329682,0.134383535
LD33_24_P2_A,Predator,24,LD33,Acclim,NA,0.169329682,0.134383535
LD33_24_P2_A,Predator,24,LD33,Acclim,NA,0.169329682,0.134383535
LD33_24_P3,Predator,24,LD33,Acute,60,0.140992384,0.132335367
LD33_24_P3_A,Predator,24,LD33,Acclim,NA,0.165310267,0.129589689
LD33_24_P3_A,Predator,24,LD33,Acclim,NA,0.165310267,0.129589689
LD33_24_P3_A,Predator,24,LD33,Acclim,NA,0.165310267,0.129589689
LD33_24_P3_A,Predator,24,LD33,Acclim,NA,0.165310267,0.129589689
LD33_28_C1,Control,28,LD33,Acute,10,NA,NA
LD33_28_C2,Control,28,LD33,Acute,30,0.081857908,0.062641804
LD33_28_C3,Control,28,LD33,Acute,10,0.085254622,0.064694913
LD33_28_P1,Predator,28,LD33,Acute,60,0.086757566,0.07490718
LD33_28_P2,Predator,28,LD33,Acute,20,0.095178078,0.083920551
LD33_28_P3,Predator,28,LD33,Acute,10,NA,NA
